label,statement,length,sensationalism
pants-fire,ted strickland propo cut servic children wast remodel bathroom governor mansion,80,0.0
half-true,rhode island percent ozon pollut local state sourc nineti five percent come outsid border particular midwest,108,0.002974091565179804
barely-true,weve leadership travi counti das offic year,43,0.0
false,know pipe carri natur gas countri made wood im joke,51,0.0
true,mitt romney say class size dont matter,38,0.0
barely-true,roy barn vote bill state senat would made easier convict child abus,67,0.0036963484970168325
false,mani call lyin ted histv ad john kasich lie station pull air,60,0.0
half-true,say republican mitt romney paul ryan support massiv cut social secur futur generat,82,0.008032641733554668
mostly-true,creat flat tax state utah,25,0.005926051486348172
pants-fire,domest attack bush,18,0.1100106600575147
barely-true,white hous refus intern help deal oil spill,43,0.0
mostly-true,say person injuri trial lawyer provid percent fund texa democrat parti decad,76,0.0
pants-fire,say ted cruz never deni father photographedwith lee harvey oswald,65,0.0
mostly-true,governor power veto referendum sex marriag would constitut amend,64,0.0
pants-fire,import work creat retain almost ohio job,40,0.0
barely-true,roy barn part team run trillion dollar debt american spend year pay theyv done without creat one job,100,0.0
true,offic send feder money back everi year,38,0.0
true,million peopl live texa less percent conceal handgun licen,59,0.0
pants-fire,say presid barack obama recent new york fundrai trip cost million million,74,0.0
true,say budget save reduc pay benefit feder employ total billion year per worker,77,0.0
true,say hes first aggi governor texa,32,0.01254875164991276
true,use gov scott walker collect bargain limit help balanc citi milwauk budget,75,0.0
half-true,minor get tattoo without parent consent get abort without parent consent,72,0.0
barely-true,daniel webster advoc group teach mother work outsid home,56,0.0
true,say new jersey public school student best advanc placement score nation,71,0.0
false,citi percent set asid afford hous urban renew area calcul citywid district district,83,0.0
half-true,creat wast fraud mismanag hotlin save wisconsin taxpay hundr thousand dollar,76,0.0
barely-true,million abc privat pay even overpass tyson corner,49,0.0
false,first time sinc roe decid court grant personhood status preborn,63,0.008199399143380526
false,say republican candid oregon advoc violenc gay,46,0.0
mostly-true,percent oil reserv world consum percent world oil daili basi,60,0.0
true,debt soon eclip entir economi,30,0.0
barely-true,dave aronberg career legal experi less two year asst ag privat attorney,71,0.0
mostly-true,say year old intern norm use chemic weapon,48,0.018218666239698256
false,gain atlanta public school score nation standard test lend credenc dramat score increa state test,98,0.0026789648582097314
false,sign tax pledg,14,0.0
false,say number one sourc illeg immigr peopl legal come unit state tourist visa student visa disappear popul never heard,115,0.00271007926833855
half-true,oppo citizenship illeg immigr,30,0.0
half-true,georgia one tax friend state retir,35,0.006250208556867531
false,say al qaeda camp drug cartel mexico,36,0.09858640071599567
false,romneycar sent cost spiral control massachusett hike premium squeez household budget,84,0.0
true,seneca jone timber co aim increa log allay fear old growth cut say mill shift second generat tree ad compani ask know mill oregon retool past year,147,0.0
barely-true,member congress pass pay rai two year even vote rai social secur benefit,74,0.0
false,say gov scott walker propo budget would sell wisconsin state park,66,0.004709933084512619
half-true,say kelli ayott vote fix background check,41,0.0
mostly-true,say texa unemploy rate even grown nation whole,46,0.0
false,chairman parti florida avid outward support marco rubio get appoint deleg,73,0.007016969044643773
false,said know vote hope pass quot live tv,37,0.0
mostly-true,u initi three feder feloni treason piraci counterfeit secur money,65,0.0
half-true,look tax mix share corpor revenu percentag over revenu mix declin half last year,82,0.0
false,share power republican,22,0.0
barely-true,women paid cent dollar work men,31,0.0
true,say georgia rank near bottom per capita transport spend,55,0.0
false,say alleg made unwant sexual advanc femal sheriff deputi found two separ judg merit,83,0.0
false,rai alan grayson campaign last quarter among member u hous repr,66,0.0
half-true,cardiologist estim percent male form heart disea,49,0.0
half-true,everi hous florida solar heat water tank would elimin consumpt percent,70,0.0
mostly-true,koch brother richest peopl world individu theyr fifth put togeth theyr richest world,84,0.0
false,show televi ad polic took evid fromsol rick scott new health care compani alleg emerg compani engag fraud,109,0.0
barely-true,mexican govern offici hand brochur show individu avoid border patrol get countri,80,0.0
false,say gov rick perri fail involv border sheriff develop plan prevent violenc communiti,84,0.0
true,social secur start age expect averag man women,46,0.0
pants-fire,say rep michel bachmann said presid barack obama might blame fort hood shoot,76,0.0
true,wisconsin first state ban public privat sector employ discrimin base sexual orient,82,0.026080373504024146
half-true,fiscal year state expect wipe hope scholarship reserv fund,58,0.004129309227479894
barely-true,hillari clinton barack obama want rai capit gain tax appli home sale,69,0.0
mostly-true,rick scott homeown pay higher home insur premium less coverag,61,0.0
half-true,say number democrat vote gop measur allow health plan renew close number vote gop bill delay mandat employ individu,115,0.0
half-true,sharron angl want wipe social secur,35,0.0
barely-true,first time histori thor hammer held woman,41,0.009906443875957738
mostly-true,three four countri rough anti isi coalit provid militari forc,61,0.0
mostly-true,koch industri among worst toxic air pollut entir unit state churn climat chang greenhous gase oil giant chevron shell valero,124,0.0023589704676524326
barely-true,averag five mass shoot year averag three fold increa,58,0.0
barely-true,lloyd doggett made million compani like bank america took taxpay bailout money,78,0.0
barely-true,resid could receiv near local school fire district sheriff dept social servic,77,0.028559298481223516
true,gingrich support individu health insur mandat,45,0.011689807615824277
mostly-true,percent non tea parti republican actual agr solid evid earth warm percent tea partier contrarili say solid evid earth warm,123,0.0
barely-true,say romney want take away ear childhood educ slash k fund cut colleg aid pay tax break multi millionair,105,0.0
mostly-true,say presid barack obama came offic concern wiretap becam presid unit state got brief decid balanc probabl pretti appropri struck,128,0.0026977857525022353
half-true,nfl player murder charg suspend,31,0.0
half-true,tenur washington illinoi state senat barack obama accumul record bipartisan success,83,0.0038723851356021743
barely-true,year presid obama cancel st annual nation day prayer ceremoni white hous ruse want offend anyon septemb pm nation day prayer muslim religion held capitol hill besid white hous,175,0.0
barely-true,tax foundat figur rhode island th highest state state local tax burden per capita countri th worst countri busi tax index rd highest per capita countri tax,155,0.004093662371100315
mostly-true,rhode island inmat recidiv rate percent,39,0.0
false,say former clinton budget director alic rivlin said stimulus bill actual stimul economi,87,0.0
pants-fire,say south carolina gov nikki haley immigr,41,0.0
half-true,tim kain doubl support devast defen cut say deal right thing,61,0.008223485567210531
half-true,stand chine govern women right stand human right,49,0.0
half-true,percent drug relat fatal vehicl accid u involv marijuana,56,0.016208880154984007
false,support afford care act obamacar,32,0.014178925258787611
mostly-true,kendrick meek candid consist expand drill,41,0.0
barely-true,total unemploy rate hispan latino worker increa januari march,62,0.0
half-true,today unit state respect countri earth,38,0.005730389689100335
