label,statement,length,Controversial
half-true,legislatur need spend million shore pension fund year next year keep afloat,123,0.0
true,one quarter america young adult fat serv u militari,88,0.0
barely-true,van jone avow self avow radic revolutionari communist,68,0.0
true,new castl counti unemploy rate almost doubl last two year,82,0.0
barely-true,say balanc budget without rai tax,50,0.0
barely-true,sen robert gordon cost us money exempt newark sport arena pay properti tax stick us bill,127,0.0
half-true,passag teacher tenur bill fla legislatur like health care bill congress one parti jam,141,0.0
half-true,mccain said oppo overturn roe v wade overturn roe v wade,94,0.0
false,say bruce braley threaten sue neighbor chicken came onto properti,91,0.0
false,say wisconsin gov scott walker budget repair bill show stone goe unturn ask everyon tighten belt,141,0.0
half-true,incom inequ wor town run democrat mayor town run republican mayor,98,0.0
half-true,year nomin confirm suprem court justic presidenti elect year simpli time break decad bipartisan practic,206,0.0
mostly-true,mccain use buck parti immigr fight comprehen reform run parti nomin said even support legisl came vote,230,0.0
barely-true,presid obama democrat spend addict driven nation debt histor proport max nation credit card led democrat downgrad countri aaa credit rate,214,0.0
half-true,republican chuck grassley john boehner john mica flip flop provid end life counsel elder,120,0.0
mostly-true,fbi involv investig peopl rio grand valley use cocain buy vote,113,0.0
mostly-true,say marco rubio wrote pass bipartisan legisl allow va fire neglig worker,99,0.0
barely-true,say romney bain capit drove kb toy bankruptci load debt,86,0.0
half-true,best evid lose use marijuana teenag regular eight iq point,102,0.0
mostly-true,florida number voter regist grown million last year compar democrat grew republican grew,207,0.0
true,havent pass budget three year singl appropri bill brought floor year,128,0.0
barely-true,practic allow use coal coal ship china spew air,128,0.0
half-true,deepwat testimoni said theyll creat six job,67,0.0
half-true,say mark zandi wrote report critic donald trump econom propo one sen john mccain former econom advi,135,0.0
false,percent increa violent crime state california within last year,112,0.0
false,marco rubio say solo ingl english,44,0.0
true,goldman sach barack obama privat contributor,61,0.0
false,say biennium liquor sale account near billion state budget,82,0.0
half-true,say balanc milwauk counti budget without rai tax five year row,87,0.0
mostly-true,clear major american support remov cost share requir prescript contracept coverag,116,0.0
half-true,oregon remain among top five hungriest state nation,78,0.0
barely-true,say vote even stronger protect violenc women act obama agenda allow,109,0.0
half-true,cost colleg educ gone percent sinc,67,0.0
false,ear census return show conserv measur less like liber return census form,128,0.0
false,church barack obama belong admit black peopl,60,0.0
barely-true,ben bernank inflationari chairman histori feder reserv,91,0.0
half-true,milwauk counti board approv reform packag vote mean board supervisor salari cut percent board budget cut percent,178,0.0
true,bill young use campaign money among thing luxuri car,73,0.0
half-true,lower famili incom illinoi today year ago illinoi control hous speaker michael madigan democrat,165,0.0
mostly-true,take execut action immigr presid obama state time author chang immigr law,153,0.0
mostly-true,say exci tax disproport burden middl lower incom consum,88,0.0
pants-fire,action gov scott walker republican wisconsin dead broke,76,0.0
true,georgia still one richest program term scholarship student go colleg,101,0.0
mostly-true,order pass crct georgia simpli get half answer correct,89,0.0
half-true,obamacar medic devic tax led loss thousand job u,77,0.0
barely-true,human error skip communiti wisconsin suprem court race common vote tabul process,122,0.0
mostly-true,twin river competit nearbi casino slot machin payout,86,0.0
mostly-true,understand unemploy insur welfar lot republican colleagu like suggest pay work get help,185,0.0
true,substitut budget add tax break tax deduct buy prison,96,0.0
half-true,realiti gas produc frack wor climat coal,72,0.0
true,children defen fund rate mccain worst senat congress children,87,0.0
half-true,say novemb voter overwhelm support idea creat librari district,96,0.0
barely-true,donald trump describ hillari clinton one best secretari state histori,94,0.0
false,schedul speech presid barack obama first time american presid spoken direct nation school children persist succeed school,184,0.0
half-true,say presid barack obama unit state creat five million job,83,0.0
true,reform everi insur american get valuabl consum protect everi uninsur american becom insur,125,0.0
true,presid barack obama job bill sue unemploy dont get job think werent hire unemploy,150,0.0
half-true,nation debt plus unfund liabil add per american household,83,0.0
half-true,say three ukrainian recent captur west texa ranch among individu countri strong terrorist tie apprehend near state border mexico,184,0.0
barely-true,rev wright said al qaida american flag flag,75,0.0
mostly-true,averag k america person whos year old,78,0.0
true,say mitt romney want end tax credit wind produc,61,0.0
mostly-true,novemb record year turnout peopl vote elect day use absent ballot vote ear ever histori,154,0.0
mostly-true,born poor america rank ninth tenth citizen abil climb ladder get middl class,153,0.0
mostly-true,time obama took offic bush administr given car compani billion money gone,122,0.0
mostly-true,say reduc chronic health care cost state georgia reduc billion lost year due lack product econom cost,162,0.0
half-true,obamacar mean million fewer job,51,0.0
mostly-true,presid obama declar disast state year,68,0.0
barely-true,vegan spare anim everi year,51,0.0
half-true,given unus travel expen year supplement school system general budget,113,0.0
false,deal rai nation debt ceil direct link debt ceil increa spend cut first time ever,127,0.03977646194390283
barely-true,sixteen thousand new intern revenu servic agent empow enforc new health care legisl,114,0.0
barely-true,chine govern provid peopl access internet,71,0.0
barely-true,sen clinton said surg troop iraq work sen clinton say surg fail begin immedi withdraw u troop,179,0.0
true,say except foreign polici ron paul vote record vote record virtual ident,107,0.0
true,african american communiti lost half wealth result wall street collap,97,0.0
half-true,concern two sentenc written minor busi,95,0.0
true,say congress budget offic estim cap trade program would cost averag famili equiv postag stamp day,141,0.0
half-true,republican major rep barton would actual gavel chairmanship,103,0.0
false,campaign contribut electr util,50,0.0
mostly-true,children safeti potenti risk near half appl juic consum children come appl grown china,142,0.0
true,way im rai toll percent jon corzin,63,0.0
mostly-true,public employ dont pay benefit start april equiv state employ layoff june state local govern employ layoff next two year,222,0.0
true,past three year deep poverti reach highest level record,80,0.0
pants-fire,say berni sander go tax peopl percent,61,0.0
barely-true,pam bonditold group lobbyist shell side corpor special interest attorney general,99,0.0
true,say romney want add trillion defen budget militari hasnt ask,93,0.0
pants-fire,u rep phil gingrey want public school teach women stay place,82,0.0
barely-true,elect tracker fivethirtyeight report whoever win pennsylvania next presid,107,0.0
false,say u hous oppon michael william live never vote congress district hes seek repr,134,0.0
pants-fire,one american histori move june announc may win major trump achiev remark,133,0.0
mostly-true,interior depart charg salmon theyr fresh water commerc depart handl theyr saltwat,142,0.0
true,u tax rate success small busi percent busi tax rate canada percent,117,0.0
barely-true,ann mclane kuster govern takeov health care radic obamacar support billion cut medicar current retir,160,0.0
true,last year spent billion highway lord know need spent amtrak entir year histori,152,0.0
mostly-true,get ebola ride plane bus,58,0.0
half-true,said washington post argu failur pass start treati year would calam associ press saidth administr conc secur risk immedi,201,0.0
half-true,current one guy charg paint entir milwauk counti park system,96,0.0
true,deer bait plan block island dem illeg rhode island,74,0.0
